scene_name,instance_token,sample_token,timestamp,x,y,category
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,640.16,1643.909,human.pedestrian.adult
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,640.238,1643.766,human.pedestrian.adult
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,6832e717621341568c759151b5974512,1533151606549066,640.307,1643.619,human.pedestrian.adult
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,640.378,1643.649,human.pedestrian.adult
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,640.376,1643.626,human.pedestrian.adult
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,640.373,1643.602,human.pedestrian.adult
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,640.37,1643.619,human.pedestrian.adult
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,640.417,1643.6,human.pedestrian.adult
scene-0103,5dd3f11916924b7cb93687c10c7c83b6_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,640.463,1643.576,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,3e8750f331d7499e9b5123e9eb70f2e2,1533151603547590,619.03,1648.941,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,618.43,1649.273,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,c5f58c19249d4137ae063b0e9ecd8b8e,1533151604547893,617.83,1649.605,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,700c1a25559b4433be532de3475e58a9,1533151605047769,617.17,1649.888,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,616.502,1650.154,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,615.839,1650.429,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,6832e717621341568c759151b5974512,1533151606549066,615.175,1650.703,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,614.576,1651.028,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,613.991,1651.379,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,613.412,1651.711,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,612.82,1652.017,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,612.218,1652.298,human.pedestrian.adult
scene-0103,68a40df2846e4298af0417ea12721b5c_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,611.601,1652.578,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,3e8750f331d7499e9b5123e9eb70f2e2,1533151603547590,627.008,1617.877,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,626.862,1618.27,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,c5f58c19249d4137ae063b0e9ecd8b8e,1533151604547893,626.7,1618.657,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,700c1a25559b4433be532de3475e58a9,1533151605047769,626.531,1619.051,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,626.332,1619.431,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,626.034,1619.837,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,6832e717621341568c759151b5974512,1533151606549066,625.691,1620.234,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,625.463,1620.482,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,625.346,1620.602,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,625.051,1620.829,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,624.756,1621.057,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,624.461,1621.285,human.pedestrian.adult
scene-0103,6e71a9ceaf9a4974a1d07a2bd3544506_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,624.165,1621.512,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,625.166,1621.071,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,c5f58c19249d4137ae063b0e9ecd8b8e,1533151604547893,624.733,1621.463,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,700c1a25559b4433be532de3475e58a9,1533151605047769,624.328,1621.884,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,624.034,1622.205,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,623.74,1622.525,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,6832e717621341568c759151b5974512,1533151606549066,623.455,1622.853,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,623.161,1623.172,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,622.857,1623.482,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,622.571,1623.758,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,622.565,1623.763,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,622.341,1623.963,human.pedestrian.adult
scene-0103,72137291381349428afb1038d4e5898c_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,622.129,1624.177,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,3e8750f331d7499e9b5123e9eb70f2e2,1533151603547590,640.863,1643.013,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,640.863,1643.013,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,c5f58c19249d4137ae063b0e9ecd8b8e,1533151604547893,640.87,1642.984,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,700c1a25559b4433be532de3475e58a9,1533151605047769,640.876,1642.955,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,640.89,1642.967,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,640.904,1642.979,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,6832e717621341568c759151b5974512,1533151606549066,640.914,1642.965,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,640.894,1643.026,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,640.883,1643.088,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,640.864,1643.103,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,640.86,1643.106,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,640.823,1643.06,human.pedestrian.adult
scene-0103,84d4bf98117e477dae6b51bf1bf5c8bb_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,640.844,1643.058,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,627.271,1619.557,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,c5f58c19249d4137ae063b0e9ecd8b8e,1533151604547893,627.006,1619.87,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,700c1a25559b4433be532de3475e58a9,1533151605047769,626.747,1620.187,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,626.52,1620.528,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,626.243,1620.819,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,6832e717621341568c759151b5974512,1533151606549066,625.966,1621.11,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,625.673,1621.386,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,625.381,1621.662,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,625.089,1621.939,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,624.797,1622.215,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,624.532,1622.516,human.pedestrian.adult
scene-0103,996d9e039f7a4838ac48d5409ca89732_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,624.275,1622.824,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,3e8750f331d7499e9b5123e9eb70f2e2,1533151603547590,619.603,1624.655,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,620.215,1624.227,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,c5f58c19249d4137ae063b0e9ecd8b8e,1533151604547893,620.828,1623.798,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,700c1a25559b4433be532de3475e58a9,1533151605047769,621.449,1623.383,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,622.043,1622.931,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,622.569,1622.414,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,6832e717621341568c759151b5974512,1533151606549066,623.096,1621.898,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,623.625,1621.329,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,624.173,1620.779,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,624.74,1620.249,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,625.417,1619.739,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,626.094,1619.229,human.pedestrian.adult
scene-0103,99fbf1b9bf474215a4e8ad562bb7e9b2_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,626.708,1618.796,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,3e8750f331d7499e9b5123e9eb70f2e2,1533151603547590,637.141,1636.252,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,636.727,1636.578,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,c5f58c19249d4137ae063b0e9ecd8b8e,1533151604547893,636.313,1636.905,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,700c1a25559b4433be532de3475e58a9,1533151605047769,635.894,1637.231,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,635.464,1637.566,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,635.034,1637.901,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,6832e717621341568c759151b5974512,1533151606549066,634.64,1638.235,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,634.245,1638.568,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,633.85,1638.901,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,633.403,1639.276,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,632.956,1639.65,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,632.491,1639.947,human.pedestrian.adult
scene-0103,ab8d210d019b44abae3c4e0eee6ce8ba_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,632.026,1640.243,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,3e8750f331d7499e9b5123e9eb70f2e2,1533151603547590,650.737,1625.23,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,651.288,1624.989,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,c5f58c19249d4137ae063b0e9ecd8b8e,1533151604547893,651.844,1624.758,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,700c1a25559b4433be532de3475e58a9,1533151605047769,652.374,1624.474,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,747aa46b9a4641fe90db05d97db2acea,1533151605548192,652.853,1624.146,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,f4f86af4da3b49e79497deda5c5f223a,1533151606048630,653.311,1623.789,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,6832e717621341568c759151b5974512,1533151606549066,653.763,1623.377,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,c59e60042a8643e899008da2e446acca,1533151607048933,654.221,1622.961,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,fa65a298c01f44e7a182bbf9e5fe3697,1533151607548824,654.704,1622.521,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,a98fba72bde9433fb882032d18aedb2e,1533151608048151,655.188,1622.081,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,1533151608548020,655.662,1621.657,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,796b1988dd254f74bf2fb19ba9c5b8c6,1533151609047890,656.124,1621.22,human.pedestrian.adult
scene-0103,b3412553d70f40b3a1d19a0eb8529a08_seg0,0d0700a2284e477db876c3ee1d864668,1533151609547766,656.57,1620.721,human.pedestrian.adult
scene-0103,bc6bc2b076b24fc79ed0517f5747c1cf_seg0,3e8750f331d7499e9b5123e9eb70f2e2,1533151603547590,637.791,1636.674,human.pedestrian.adult
scene-0103,bc6bc2b076b24fc79ed0517f5747c1cf_seg0,3950bd41f74548429c0f7700ff3d8269,1533151604048025,637.381,1637.067,human.pedestrian.adult
